order_id,order_date,year,month,region,state,category,sub_category,product_name,sales
CA-2015-105893,2015-11-11,2015,11,Central,Wisconsin,"Office Supplies",Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72"H x 36"W x 18 1/2"D",665.88
CA-2015-113768,2015-05-13,2015,5,West,California,"Office Supplies",Paper,"EcoTones Memo Sheets",8.00
CA-2015-113768,2015-05-13,2015,5,West,California,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.46
CA-2015-167164,2015-05-13,2015,5,West,Utah,"Office Supplies",Storage,"Fellowes Super Stor/Drawer",55.50
CA-2015-143336,2015-08-27,2015,8,West,California,"Office Supplies",Binders,"Wilson Jones Hanging View Binder, White, 1"",22.72
CA-2015-143336,2015-08-27,2015,8,West,California,Technology,Phones,"Cisco SPA 501G IP Phone",213.48
CA-2015-143336,2015-08-27,2015,8,West,California,"Office Supplies",Art,"Newell 341",8.56
CA-2017-137330,2017-12-09,2017,12,Central,Nebraska,"Office Supplies",Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34
CA-2017-137330,2017-12-09,2017,12,Central,Nebraska,"Office Supplies",Art,"Newell 318",19.46
CA-2017-128923,2017-12-09,2017,12,Central,Texas,"Office Supplies",Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.33
CA-2017-128923,2017-12-09,2017,12,Central,Texas,"Office Supplies",Paper,"Things To Do Today Pad",9.39
US-2018-156909,2018-07-16,2018,7,East,Pennsylvania,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.37
CA-2016-100573,2016-09-25,2016,9,West,California,"Office Supplies",Envelopes,"#10- 4 1/8" x 9 1/2" Recycled Envelopes",17.48
CA-2016-106320,2016-09-25,2016,9,West,Utah,Furniture,Tables,"Bretford CR4500 Series Slim Rectangular Table",1044.63
CA-2016-149083,2016-09-25,2016,9,West,Washington,Technology,Accessories,"Logitech G602 Wireless Gaming Mouse",159.98
CA-2016-149083,2016-09-25,2016,9,West,Washington,"Office Supplies",Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",12.60
CA-2016-149083,2016-09-25,2016,9,West,Washington,Furniture,Chairs,"Global Super Steno Chair",307.14
CA-2017-121755,2017-01-16,2017,1,West,California,Technology,Accessories,"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",90.57
CA-2017-121755,2017-01-16,2017,1,West,California,"Office Supplies",Binders,"Wilson Jones Active Use Binders",11.65
CA-2016-143077,2016-09-17,2016,9,Central,Texas,"Office Supplies",Binders,"GBC Imprintable Covers",6.59
CA-2016-143077,2016-09-17,2016,9,Central,Texas,Furniture,Furnishings,"Howard Miller Distant Time Traveler Alarm Clock",21.94
US-2016-150630,2016-09-17,2016,9,East,Pennsylvania,"Office Supplies",Art,"Lumber Crayons",15.76
US-2016-150630,2016-09-17,2016,9,East,Pennsylvania,"Office Supplies",Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Executive Red",6.86
US-2016-150630,2016-09-17,2016,9,East,Pennsylvania,"Office Supplies",Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.30
US-2016-150630,2016-09-17,2016,9,East,Pennsylvania,"Office Supplies",Envelopes,"Poly String Tie Envelopes",3.26
US-2016-150630,2016-09-17,2016,9,East,Pennsylvania,Furniture,Furnishings,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock",124.20
US-2016-150630,2016-09-17,2016,9,East,Pennsylvania,"Office Supplies",Binders,"Avery Recycled Flexi-View Covers for Binding Systems",9.62
US-2016-150630,2016-09-17,2016,9,East,Pennsylvania,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43
CA-2016-133025,2016-09-17,2016,9,West,California,"Office Supplies",Paper,"Xerox 216",32.40
CA-2018-159457,2018-10-19,2018,10,Central,Texas,Technology,Phones,"QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3",16.68
CA-2018-107727,2018-10-19,2018,10,Central,Texas,"Office Supplies",Paper,"Easy-staple paper",29.47
CA-2017-117590,2017-12-08,2017,12,Central,Texas,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92
CA-2017-117590,2017-12-08,2017,12,Central,Texas,Technology,Phones,"GE 30524EE4",1097.54
CA-2016-117415,2016-12-27,2016,12,Central,Texas,Technology,Phones,"Plantronics HL10 Handset Lifter",371.17
CA-2016-117415,2016-12-27,2016,12,Central,Texas,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.06
CA-2016-117415,2016-12-27,2016,12,Central,Texas,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.40
CA-2016-117415,2016-12-27,2016,12,Central,Texas,"Office Supplies",Envelopes,"#10-4 1/8" x 9 1/2" Premium Diagonal Seam Envelopes",113.33
CA-2018-128370,2018-09-10,2018,9,West,California,"Office Supplies",Binders,"Avery Non-Stick Binders",7.18
CA-2018-128370,2018-09-10,2018,9,West,California,Furniture,Chairs,"DMI Arturo Collection Mission-style Design Wood Chair",362.35
CA-2018-122280,2018-09-10,2018,9,East,"New York","Office Supplies",Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76
CA-2018-120999,2018-09-10,2018,9,Central,Illinois,Technology,Phones,"Panasonic Kx-TS550",147.17
CA-2017-116603,2017-07-17,2017,7,East,"New York","Office Supplies",Appliances,"Belkin F5C206VTEL 6 Outlet Surge",45.96
CA-2017-101343,2017-07-17,2017,7,West,California,"Office Supplies",Storage,"Eldon Base for stackable storage shelf, platinum",77.88
CA-2018-139619,2018-09-19,2018,9,South,Florida,"Office Supplies",Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.62
CA-2018-102974,2018-09-19,2018,9,West,California,"Office Supplies",Art,"Newell 33",16.74
CA-2018-102974,2018-09-19,2018,9,West,California,"Office Supplies",Art,"Boston 16765 Mini Stand Up Battery Pencil Sharpener",23.32
CA-2018-102974,2018-09-19,2018,9,West,California,Technology,Accessories,"Microsoft Natural Ergonomic Keyboard 4000",149.95
CA-2017-118255,2017-03-11,2017,3,Central,Minnesota,"Office Supplies",Binders,"Wilson Jones Leather-Like Binders with DublLock Round Rings",17.46
CA-2017-118255,2017-03-11,2017,3,Central,Minnesota,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98
CA-2017-122511,2017-03-11,2017,3,East,Pennsylvania,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",30.34
CA-2015-146703,2015-10-20,2015,10,Central,Michigan,"Office Supplies",Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
CA-2017-169194,2017-06-20,2017,6,East,Delaware,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.80
CA-2017-169194,2017-06-20,2017,6,East,Delaware,Technology,Accessories,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",45.00
CA-2016-142601,2016-04-18,2016,4,West,California,"Office Supplies",Paper,"Xerox 19",61.96
CA-2016-142601,2016-04-18,2016,4,West,California,"Office Supplies",Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand",947.17
US-2016-134271,2016-04-18,2016,4,East,"New York","Office Supplies",Labels,"Avery 486",21.93
CA-2016-115742,2016-04-18,2016,4,Central,Indiana,Furniture,Chairs,"Global Leather Task Chair, Black",89.99
CA-2016-115742,2016-04-18,2016,4,Central,Indiana,Furniture,Furnishings,"Longer-Life Soft White Bulbs",6.16
CA-2016-115742,2016-04-18,2016,4,Central,Indiana,"Office Supplies",Labels,"Avery 485",75.18
CA-2016-115742,2016-04-18,2016,4,Central,Indiana,"Office Supplies",Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
CA-2017-105816,2017-12-11,2017,12,East,"New York",Technology,Phones,"AT&T CL83451 4-Handset Telephone",1029.95
CA-2017-105816,2017-12-11,2017,12,East,"New York","Office Supplies",Fasteners,"Advantus Push Pins",15.26
CA-2017-111682,2017-06-17,2017,6,East,"New York","Office Supplies",Art,"Prang Dustless Chalk Sticks",1.68
CA-2017-111682,2017-06-17,2017,6,East,"New York","Office Supplies",Binders,"Plastic Binding Combs",48.48
CA-2017-111682,2017-06-17,2017,6,East,"New York",Technology,Accessories,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",30.00
CA-2017-111682,2017-06-17,2017,6,East,"New York","Office Supplies",Paper,"Array Parchment Paper, Assorted Colors",14.56
CA-2017-111682,2017-06-17,2017,6,East,"New York",Furniture,Chairs,"Novimex Turbo Task Chair",319.41
CA-2017-111682,2017-06-17,2017,6,East,"New York","Office Supplies",Paper,"Xerox 232",32.40
CA-2017-111682,2017-06-17,2017,6,East,"New York","Office Supplies",Storage,"Home/Office Personal File Carts",208.56
CA-2017-145842,2017-06-17,2017,6,East,"New York","Office Supplies",Storage,"Rogers Jumbo File, Granite",40.74
CA-2016-105347,2016-11-24,2016,11,West,California,"Office Supplies",Art,"Prang Colored Pencils",14.70
CA-2016-105347,2016-11-24,2016,11,West,California,"Office Supplies",Paper,"Xerox 1919",368.91
CA-2016-135545,2016-11-24,2016,11,West,California,Furniture,Furnishings,"Luxo Economy Swing Arm Lamp",79.76
CA-2016-135545,2016-11-24,2016,11,West,California,"Office Supplies",Paper,"Xerox 1943",146.73
CA-2016-135545,2016-11-24,2016,11,West,California,"Office Supplies",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"",25.82
CA-2016-135545,2016-11-24,2016,11,West,California,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
CA-2016-153416,2016-11-24,2016,11,West,California,"Office Supplies",Binders,"Avery Premier Heavy-Duty Binder with Round Locking Rings",91.39
CA-2016-153416,2016-11-24,2016,11,West,California,"Office Supplies",Storage,"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",454.86
CA-2016-153416,2016-11-24,2016,11,West,California,"Office Supplies",Paper,"Xerox 225",19.44
CA-2016-153416,2016-11-24,2016,11,West,California,"Office Supplies",Binders,"Avery Reinforcements for Hole-Punch Pages",3.17
CA-2015-150203,2015-12-05,2015,12,West,California,"Office Supplies",Appliances,"Fellowes 8 Outlet Superior Workstation Surge Protector",250.26
CA-2018-108931,2018-09-14,2018,9,East,"New York","Office Supplies",Paper,"Xerox 1987",11.56
CA-2018-108931,2018-09-14,2018,9,East,"New York","Office Supplies",Paper,"Xerox 1980",8.56
CA-2018-156237,2018-09-14,2018,9,East,Pennsylvania,Technology,Machines,"Lexmark MarkNet N8150 Wireless Print Server",241.17
CA-2018-156237,2018-09-14,2018,9,East,Pennsylvania,Furniture,Furnishings,"Tensor Track Tree Floor Lamp",127.94
CA-2018-156237,2018-09-14,2018,9,East,Pennsylvania,"Office Supplies",Binders,"Aluminum Screw Posts",18.31
CA-2018-156237,2018-09-14,2018,9,East,Pennsylvania,Furniture,Chairs,"Office Star - Ergonomically Designed Knee Chair",113.37
CA-2018-156237,2018-09-14,2018,9,East,Pennsylvania,Technology,Machines,"Ricoh - Ink Collector Unit for GX3000 Series Printers",12.59
CA-2018-156237,2018-09-14,2018,9,East,Pennsylvania,"Office Supplies",Binders,"GBC Instant Report Kit",3.88
CA-2018-102407,2018-12-09,2018,12,West,California,"Office Supplies",Appliances,"Harmony Air Purifier",189.00
CA-2018-102407,2018-12-09,2018,12,West,California,Furniture,Tables,"Bevis 36 x 72 Conference Tables",896.33
CA-2018-102407,2018-12-09,2018,12,West,California,"Office Supplies",Art,"Newell 314",11.16
US-2018-118038,2018-12-09,2018,12,Central,Texas,"Office Supplies",Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
US-2018-118038,2018-12-09,2018,12,Central,Texas,Furniture,Furnishings,"6" Cubicle Wall Clock, Black",9.71
US-2018-118038,2018-12-09,2018,12,Central,Texas,"Office Supplies",Binders,"Economy Binders",1.25
US-2015-147648,2015-11-26,2015,11,West,California,"Office Supplies",Paper,"Xerox 1893",81.98
US-2018-124926,2018-11-13,2018,11,Central,Texas,"Office Supplies",Appliances,"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags",9.32
CA-2018-122490,2018-11-13,2018,11,West,Washington,"Office Supplies",Labels,"Avery File Folder Labels",8.64
CA-2018-122490,2018-11-13,2018,11,West,Washington,"Office Supplies",Storage,"Space Solutions HD Industrial Steel Shelving.",344.91
CA-2018-122490,2018-11-13,2018,11,West,Washington,"Office Supplies",Binders,"GBC DocuBind P50 Personal Binding Machine",563.02
CA-2018-122490,2018-11-13,2018,11,West,Washington,Furniture,Chairs,"Global Troy Executive Leather Low-Back Tilter",2404.70
CA-2017-159695,2017-04-05,2017,4,Central,Texas,"Office Supplies",Storage,"Eldon Portable Mobile Manager",158.37
CA-2017-161907,2017-04-05,2017,4,East,Pennsylvania,"Office Supplies",Supplies,"Premier Automatic Letter Opener",769.18
CA-2017-161907,2017-04-05,2017,4,East,Pennsylvania,Technology,Phones,"Clearsounds A400",118.78
CA-2017-159730,2017-09-17,2017,9,West,Washington,Technology,Phones,"Clarity 53712",105.58
CA-2017-159730,2017-09-17,2017,9,West,Washington,Furniture,Chairs,"Harbour Creations 67200 Series Stacking Chairs",113.89
CA-2017-109806,2017-09-17,2017,9,West,California,"Office Supplies",Paper,"Xerox 1995",6.48
CA-2017-109806,2017-09-17,2017,9,West,California,Technology,Phones,"Panasonic Kx-TS550",73.58
CA-2017-109806,2017-09-17,2017,9,West,California,"Office Supplies",Art,"Turquoise Lead Holder with Pocket Clip",20.10
CA-2018-165323,2018-06-17,2018,6,East,"New York",Technology,Accessories,"Kingston Digital DataTraveler 64GB USB 2.0",101.34
CA-2018-165323,2018-06-17,2018,6,East,"New York",Technology,Machines,"Hewlett-Packard Desktjet 6988DT Refurbished Printer",3404.50
CA-2017-128727,2017-08-29,2017,8,East,"New York",Technology,Phones,"Samsung Replacement EH64AVFWE Premium Headset",22.00
CA-2016-130183,2016-11-13,2016,11,Central,Texas,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",614.00
CA-2017-109365,2017-11-03,2017,11,West,California,"Office Supplies",Paper,"Multicolor Computer Printout Paper",314.55
CA-2017-109365,2017-11-03,2017,11,West,California,"Office Supplies",Paper,"Xerox 1952",19.44
CA-2017-109365,2017-11-03,2017,11,West,California,"Office Supplies",Binders,"Fellowes Black Plastic Comb Bindings",9.30
CA-2017-109365,2017-11-03,2017,11,West,California,"Office Supplies",Paper,"Xerox 1892",116.28
CA-2017-109365,2017-11-03,2017,11,West,California,"Office Supplies",Binders,"Avery Durable Plastic 1" Binders",43.58
CA-2017-109365,2017-11-03,2017,11,West,California,"Office Supplies",Appliances,"Holmes 99% HEPA Air Purifier",43.32
CA-2017-109365,2017-11-03,2017,11,West,California,"Office Supplies",Fasteners,"Stockwell Push Pins",15.26
CA-2017-114972,2017-11-03,2017,11,West,California,"Office Supplies",Appliances,"Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room",1101.48
CA-2017-114972,2017-11-03,2017,11,West,California,"Office Supplies",Labels,"Avery 50",87.71
CA-2017-114972,2017-11-03,2017,11,West,California,Technology,Accessories,"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",82.95
CA-2017-114972,2017-11-03,2017,11,West,California,Furniture,Chairs,"Global Deluxe High-Back Office Chair in Storm",217.58
CA-2017-168893,2017-11-03,2017,11,South,Kentucky,Furniture,Tables,"Global Adaptabilities Conference Tables",842.94
CA-2017-168893,2017-11-03,2017,11,South,Kentucky,"Office Supplies",Art,"Boston 16750 Black Compact Battery Pencil Sharpener",8.75
CA-2017-168893,2017-11-03,2017,11,South,Kentucky,Furniture,Furnishings,"Magna Visual Magnetic Picture Hangers",24.10
CA-2017-168893,2017-11-03,2017,11,South,Kentucky,"Office Supplies",Art,"Economy #2 Pencils",7.98
CA-2017-168893,2017-11-03,2017,11,South,Kentucky,"Office Supplies",Fasteners,"Advantus Plastic Paper Clips",20.00
CA-2015-103660,2015-08-25,2015,8,West,Washington,Technology,Phones,"Polycom VVX 310 VoIP phone",1007.94
CA-2015-104178,2015-08-25,2015,8,West,California,"Office Supplies",Storage,"Portable Personal File Box",48.84
CA-2015-104178,2015-08-25,2015,8,West,California,"Office Supplies",Paper,"Xerox 23",25.92
CA-2015-104178,2015-08-25,2015,8,West,California,Technology,Accessories,"SanDisk Cruzer 32 GB USB Flash Drive",95.10
CA-2015-104178,2015-08-25,2015,8,West,California,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28
CA-2016-110457,2016-03-02,2016,3,West,Washington,Furniture,Tables,"Hon Racetrack Conference Tables",787.53
CA-2016-161452,2016-04-05,2016,4,West,California,Furniture,Chairs,"GuestStacker Chair with Chrome Finish Legs",892.22
US-2015-152030,2015-12-26,2015,12,Central,Texas,Furniture,Chairs,"Global Deluxe High-Back Manager's Chair",600.56
CA-2015-101427,2015-12-26,2015,12,East,Pennsylvania,"Office Supplies",Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.02
CA-2015-133704,2015-09-20,2015,9,West,California,"Office Supplies",Binders,"Ibico Plastic and Wire Spiral Binding Combs",20.23
CA-2015-133704,2015-09-20,2015,9,West,California,"Office Supplies",Appliances,"Staple holder",43.92
CA-2018-102925,2018-11-05,2018,11,East,"New York",Furniture,Furnishings,"Career Cubicle Clock, 8 1/4", Black",101.40
CA-2018-102925,2018-11-05,2018,11,East,"New York",Furniture,Chairs,"Harbour Creations 67200 Series Stacking Chairs",128.12
CA-2018-102925,2018-11-05,2018,11,East,"New York","Office Supplies",Binders,"Avery Premier Heavy-Duty Binder with Round Locking Rings",11.42
CA-2018-102925,2018-11-05,2018,11,East,"New York",Technology,Phones,"Anker Astro 15000mAh USB Portable Charger",99.98
CA-2018-102925,2018-11-05,2018,11,East,"New York","Office Supplies",Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96
CA-2018-102925,2018-11-05,2018,11,East,"New York","Office Supplies",Paper,"Xerox 202",12.96
CA-2018-102925,2018-11-05,2018,11,East,"New York",Furniture,Tables,"Balt Split Level Computer Training Table",166.50
CA-2018-102925,2018-11-05,2018,11,East,"New York","Office Supplies",Binders,"GBC Prestige Therm-A-Bind Covers",164.69
US-2017-125969,2017-11-06,2017,11,West,California,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",238.56
US-2017-125969,2017-11-06,2017,11,West,California,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",81.42
CA-2017-101161,2017-10-13,2017,10,East,"New York",Furniture,Furnishings,"Howard Miller Distant Time Traveler Alarm Clock",82.26
CA-2017-101161,2017-10-13,2017,10,East,"New York","Office Supplies",Labels,"Avery White Multi-Purpose Labels",24.90
CA-2017-101161,2017-10-13,2017,10,East,"New York","Office Supplies",Paper,"Computer Printout Paper with Letter-Trim Perforations",37.94
CA-2017-101161,2017-10-13,2017,10,East,"New York","Office Supplies",Storage,"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",99.87
CA-2017-101161,2017-10-13,2017,10,East,"New York","Office Supplies",Art,"BIC Liqua Brite Liner",34.70
CA-2017-110366,2017-09-05,2017,9,East,Pennsylvania,Furniture,Furnishings,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock",82.80
CA-2018-104927,2018-12-22,2018,12,Central,Texas,"Office Supplies",Paper,"Xerox 1887",75.88
CA-2018-104927,2018-12-22,2018,12,Central,Texas,"Office Supplies",Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33
CA-2018-104927,2018-12-22,2018,12,Central,Texas,"Office Supplies",Paper,"Xerox 1931",25.92
CA-2017-136301,2017-03-13,2017,3,West,California,"Office Supplies",Supplies,"High Speed Automatic Electric Letter Opener",4912.59
CA-2017-136301,2017-03-13,2017,3,West,California,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28
CA-2016-147788,2016-05-31,2016,5,West,Utah,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files",323.10
CA-2016-147788,2016-05-31,2016,5,West,Utah,"Office Supplies",Labels,"Self-Adhesive Removable Labels",15.75
CA-2016-147788,2016-05-31,2016,5,West,Utah,Furniture,Bookcases,"O'Sullivan Living Dimensions 3-Shelf Bookcases",1406.86
CA-2017-145492,2017-11-20,2017,11,West,California,"Office Supplies",Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39.00
CA-2017-107790,2017-11-20,2017,11,Central,Texas,Technology,Phones,"Wireless Extenders zBoost YX545 SOHO Signal Booster",151.19
US-2017-127971,2017-11-20,2017,11,Central,Texas,Furniture,Furnishings,"Eldon Wave Desk Accessories",7.07
US-2017-127971,2017-11-20,2017,11,Central,Texas,Technology,Phones,"Samsung HM1900 Bluetooth Headset",122.92
US-2017-127971,2017-11-20,2017,11,Central,Texas,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43
CA-2017-161669,2017-11-07,2017,11,West,California,"Office Supplies",Labels,"Avery 486",14.62
CA-2017-161669,2017-11-07,2017,11,West,California,"Office Supplies",Supplies,"Acme Preferred Stainless Steel Scissors",11.36
CA-2017-161669,2017-11-07,2017,11,West,California,"Office Supplies",Binders,"Ibico Plastic and Wire Spiral Binding Combs",26.98
CA-2017-161669,2017-11-07,2017,11,West,California,"Office Supplies",Binders,"Fellowes Binding Cases",37.44
CA-2015-140032,2015-09-08,2015,9,West,California,"Office Supplies",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2" X 11"",8.61
CA-2015-118962,2015-08-05,2015,8,West,California,Furniture,Chairs,"Global Value Steno Chair, Gray",340.14
CA-2015-118962,2015-08-05,2015,8,West,California,"Office Supplies",Paper,"Xerox 1913",110.96
CA-2015-118962,2015-08-05,2015,8,West,California,"Office Supplies",Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94
US-2018-145863,2018-04-21,2018,4,Central,Texas,"Office Supplies",Binders,"UniKeep View Case Binders",2.93
US-2018-145863,2018-04-21,2018,4,Central,Texas,"Office Supplies",Binders,"Avery Non-Stick Binders",2.69
CA-2018-166198,2018-04-21,2018,4,West,Washington,Furniture,Furnishings,"Eldon Advantage Foldable Chair Mats for Low Pile Carpets",162.60
CA-2018-166198,2018-04-21,2018,4,West,Washington,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54
CA-2016-107083,2016-11-21,2016,11,Central,Texas,"Office Supplies",Binders,"Cardinal Hold-It CD Pocket",7.98
CA-2016-107083,2016-11-21,2016,11,Central,Texas,"Office Supplies",Appliances,"Kensington 6 Outlet SmartSocket Surge Protector",24.59
CA-2016-107083,2016-11-21,2016,11,Central,Texas,"Office Supplies",Binders,"Storex DuraTech Recycled Plastic Frosted Binders",1.70
CA-2016-107083,2016-11-21,2016,11,Central,Texas,"Office Supplies",Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.34
CA-2017-127243,2017-11-28,2017,11,East,Pennsylvania,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.80
CA-2017-127243,2017-11-28,2017,11,East,Pennsylvania,"Office Supplies",Storage,"Tennsco Commercial Shelving",32.54
CA-2017-127243,2017-11-28,2017,11,East,Pennsylvania,"Office Supplies",Binders,"GBC Plasticlear Binding Covers",6.89
CA-2017-127243,2017-11-28,2017,11,East,Pennsylvania,"Office Supplies",Fasteners,"Translucent Push Pins by OIC",12.67
